Query,title,link,snippet
,Political Science professor Dr. Brian Bow featured in Dal News,https://www.dal.ca/faculty/arts/politicalscience/news-events/news/2020/10/28/political_science_professor_dr__brian_bow_featured_in_dal_news.html,"Oct 28, 2020 — Political Science professor Dr. Brian Bow featured in Dal News ... Forum Explores Russia's War in Ukraine · Russia Attacks Ukraine: Dal ..."
,"Ukraine, Russia and “a long history of tension and conflicts”",https://www.thecoast.ca/halifax/ukraine-russia-and-a-long-history-of-tension-and-conflicts/Content?oid=28252136,"Mar 11, 2022 — “Climate change and the war on Ukraine have the same root,” Hayden says. ... But Brian Bow, professor of political science at Dalhousie ..."
,Brian Bow (@brianjbow) / Twitter,https://twitter.com/brianjbow,"Dalhousie prof. IR, security policy coordination, regional integration. Sometimes work-related, sometimes not so much."
,Brian Bow - Fellows - Canadian Global Affairs Institute,https://www.cgai.ca/brian_bow,Brian Bow is a Professor of Political Science and faculty fellow with the Centre for Study of Security and ... The latest in the Russia-Ukraine conflict.
,Brian Bow | Wilson Center,https://www.wilsoncenter.org/person/brian-bow,"Brian Bow. Canada Institute ... Associate Professor, Department of Political Science, Dalhousie University, Halifax, Nova Scotia, Canada ..."
,The Conflict in Ukraine: a Forum - Eventbrite,https://www.eventbrite.ca/e/the-conflict-in-ukraine-a-forum-tickets-292598338507,"Mar 10, 2022 — Eventbrite - Dalhousie Faculty of Arts and Social Sciences presents The Conflict in Ukraine: a Forum - Thursday, 10 March 2022 - Find event ..."
Stephanie Carvin - Carleton,,,
,Stephanie Carvin discusses Russia's cyber warfare ...,https://newsroom.carleton.ca/cu-in-the-media/stephanie-carvin-discusses-russias-cyber-warfare-capabilities-and-how-they-will-come-into-play-with-the-war-in-ukraine/,"Mar 28, 2022 — Stephanie Carvin discusses Russia's cyber warfare capabilities and how they will come into play with the war in Ukraine ; Source: CityNews ; Date: ..."
,Why Russia's propaganda machine has failed to control the ...,https://www.theglobeandmail.com/opinion/article-why-russias-propaganda-machine-has-failed-to-control-the-ukraine/,"Mar 29, 2022 — Why Russia's propaganda machine has failed to control the Ukraine narrative ... Stephanie Carvin is an associate professor of International ..."
,Are Russia and Ukraine on the brink of war? - The Morning Show ...,https://omny.fm/shows/am640-the-morning-show/are-russia-and-ukraine-on-the-brink-of-war,"After a Russian ship fired on and rammed two Ukraine patrol boats, ... National Security Expert and Carleton Professor Stephanie Carvin joined The Morning ..."
,Canadians prepare to fight for Ukraine as security and legal ...,https://globalnews.ca/news/8656035/canadians-fight-ukraine-security-legal-concerns/,"Mar 3, 2022 — Ottawa has adopted a hands-off approach to the war, saying the decision ... in Ukraine has raised other questions and concerns for Stephanie ..."
,About Me - Stephanie Carvin,https://www.stephaniecarvin.com/academic-cv,Stephanie Carvin is an Associate Professor at Carleton University in Ottawa. ... as Prisoners of America's Wars: From the Early Republic to Guantanamo.
,"PODCAST: The Rob Snow Show for February 28, 2022",https://ottawa.citynews.ca/all-audio/the-rob-snow-show/podcast-the-rob-snow-show-for-february-28-2022-5109202,"Feb 28, 2022 — The Russian invasion of Ukraine shows no signs of slowing, ... Carleton University security expert Stephanie Carvin joins the show with her ..."
,Canada needs to rethink its foreign policy and national ... - CBC,https://www.cbc.ca/player/play/1951693379930,"Sept 22, 2021 — Stephanie Carvin, associate professor of international affairs at Carleton University, ... No signs of Russia backing off in Ukraine war, ..."
,A Podcast Called INTREPID on Apple Podcasts,https://podcasts.apple.com/ca/podcast/a-podcast-called-intrepid/id1289996203,"In ""A podcast Called INTREPID"", Stephanie Carvin (NPSIA, Carleton University) and Craig ... Ep 177 Negative Chemistry -- WMDS and the Ukraine Conflict."
Jacqueline O'Neill - Canada's Ambassador for WPS,,,
,Five Questions on Gender Equality in Foreign Policy,https://www.cfr.org/blog/five-questions-gender-equality-foreign-policy-jacqueline-oneill,"Apr 21, 2020 — This interview is with Jacqueline O'Neill, Canada's Ambassador for ... and security” (WPS) has been important to Canada for many years."
,"Prime Minister names first Ambassador for Women, Peace ...",https://pm.gc.ca/en/news/news-releases/2019/06/12/prime-minister-names-first-ambassador-women-peace-and-security,"Jun 12, 2019 — The Prime Minister, Justin Trudeau, today announced that Jacqueline O'Neill has been appointed as Canada's first Ambassador for Women, ..."
,Global Fellow Jacqueline O'Neill Appointed as Canada's ...,https://www.wilsoncenter.org/article/global-fellow-jacqueline-oneill-appointed-canadas-women-peace-and-security-ambassador,"Jun 13, 2019 — Global Fellow Jacqueline O'Neill Appointed as Canada's Women, Peace and Security Ambassador. WASHINGTON – The Wilson Center's Canada ..."
,"Canada's ambassador for Women, Peace and Security",https://www.international.gc.ca/world-monde/issues_development-enjeux_developpement/gender_equality-egalite_des_genres/women_peace_security-femmes_paix_securite-rep.aspx?lang=eng,"Jun 17, 2019 — Minister of Public Safety and Emergency Preparedness; Minister for Women and Gender Equality. Biography. Jacqueline O'Neill has a bachelor's ..."
,"How to Win on Women, Peace and Security",https://www.usip.org/publications/2019/12/how-win-women-peace-and-security,"Dec 16, 2019 — USIP EXPERT ANALYSIS ON RUSSIA'S WAR IN UKRAINE ... For almost 15 years, Jacqueline O'Neill, now Canada's first ambassador for women, ..."
,"Women, Peace and Security: A Conversation with Jacqueline ...",https://fmwc.ca/women-peace-and-security-a-conversation-with-jacqueline-oneill-canadas-ambassador-for-women-peace-and-security/,"Nov 26, 2020 — Our Committee on Women, Peace, and Security hosted Jacqueline O'Neill, Canada's Ambassador for Women, Peace and Security."
,"FP Virtual Dialogue: Women, Peace & Security: The Next 20 ...",https://foreignpolicy.com/events/women-peace-security/,"Oct 8, 2020 — How can stakeholders shape the next stage of the WPS agenda and advance ... Jacqueline O'Neill is Canada's first Ambassador for Women, ..."
Andrea Charon - U Manitoba,,,
,March 21 Panel | Russia's Invasion of Ukraine: Short- and ...,https://peacediplomacy.org/2022/03/10/march-21-panel-russias-invasion-of-ukraine-short-and-long-term-implications-for-canada/,"Mar 10, 2022 — The Institute for Peace and Diplomacy hosted a panel discussion titled 'Russia's Invasion of Ukraine: Short- and Long-Term Implications for ..."
,Andrea Charron (@AndreaCharron) / Twitter,https://twitter.com/andreacharron,"Director, Centre for Defence and Security Studies @CDSSuofm , Assoc Prof @UManitobaPOLS Research: Arctic, sanctions, UNSC, Cnd For and Def Policy, NORAD."
,Andrea Charron - Women in the Arctic and Antarctic,https://womeninthearcticandantarctic.ca/2021/02/15/andrea-charron/,"Feb 15, 2021 — I live in Winnipeg, Manitoba Canada which is home to the Royal Canadian Air ... at the University of Manitoba and Director of the Centre for…"
,Andrea Charron - Canadian Global Affairs Institute,https://www.cgai.ca/andrea_charron,She is now Director of the University of Manitoba's Centre for Defence and Security Studies and Associate Professor in Political Studies. RECENT PUBLICATIONS BY ...
,STELTER: Nuance needed when talking about Ukrainian ...,https://winnipegsun.com/opinion/columnists/stelter-nuance-needed-when-talking-about-ukrainian-conflict,"Feb 26, 2022 — Dr. Andrea Charron, who works in the Centre for Defence and Security Studies at the University of Manitoba, said there is nothing clear ..."
,Dr Andrea CHARRON | NATO PA,https://www.nato-pa.int/node/23750,"CHARRON Andrea. Function : Associate Professor and Director, Centre for Defence and Security Studies, University of Manitoba."
